SRR10551657_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551658_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551659_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551660_trimmed_Aligned.sortedByCoord.out.bam	SRR10551661_trimmed_Aligned.sortedByCoord.out.bam	SRR10551662_trimmed_Aligned.sortedByCoord.out.bam	SRR10551663_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551664_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551665_1_trimmed_Aligned.sortedByCoord.out.bam
YOR147W	270	184	241	364	307	132	146	225	210
YOR148C	122	100	101	127	198	64	203	269	258
YOR149C	45	26	17	81	45	53	70	76	82
YOR150W	159	110	145	168	154	91	114	138	124
YOR151C	298	221	249	567	373	316	306	345	361
YOR152C	111	92	78	84	80	58	72	90	71
YOR153W	411	288	328	1514	811	985	522	512	538
YOR154W	67	44	31	143	115	75	114	157	177
YOR155C	62	55	56	109	84	76	82	102	85
YOR156C	34	26	33	54	32	18	47	64	52
YOR157C	336	220	310	361	274	175	125	167	168
YOR158W	257	183	172	197	221	50	76	99	122
YOR159C	34	21	25	48	58	19	33	24	35
YOR160W	86	46	63	85	88	44	127	145	146
YOR161C	72	47	65	66	46	48	305	352	262
YOR161C-C	0	0	0	1	1	1	1	0	0
YOR162C	69	55	60	139	96	66	72	73	82
YOR163W	80	52	55	126	105	69	69	90	112
YOR164C	43	27	32	127	76	94	82	75	80
YOR165W	133	86	75	268	138	132	192	228	216
YOR166C	12	12	7	48	34	19	38	39	48
YOR167C	414	267	248	449	332	231	166	194	224
YOR168W	50	33	27	136	86	72	142	140	152
YOR171C	126	72	81	295	178	139	240	297	222
YOR172W	72	58	61	151	130	93	111	138	125
YOR173W	592	409	478	201	278	143	428	494	447
YOR174W	38	42	25	55	53	15	26	26	43
YOR175C	153	102	110	220	180	114	229	245	279
YOR176W	126	73	90	117	93	76	205	198	193
YNCO0021C	2	2	6	2	2	0	0	0	0
YOR177C	47	14	15	13	32	3	15	12	20
YOR178C	2096	1426	1642	929	901	502	937	1077	1021
YOR179C	56	42	54	69	62	29	45	46	56
YOR180C	14	5	2	11	10	5	7	7	12
YOR181W	67	57	77	24	29	14	29	28	30
YOR182C	2363	1621	1758	1502	1549	431	451	522	721
YOR183W	3	3	5	1	2	1	0	3	2
YOR184W	165	98	107	320	216	183	135	205	193
YNCO0022C	78	73	100	162	105	242	165	131	142
YOR185C	306	205	254	187	152	91	150	182	183
YOR186W	90	74	77	72	56	54	77	77	88
YOR187W	967	685	799	1663	1159	1131	513	544	503
YOR188W	112	83	91	99	107	39	115	126	126
YOR189W	52	27	24	45	42	8	20	24	30
YOR190W	13	6	14	81	71	47	41	58	61
YOR191W	242	159	171	361	358	139	426	473	498
YOR192C	18	15	15	35	32	16	31	24	23
YOR192C-C	16	13	15	16	15	7	18	13	18
YOR192C-B	416	265	300	1157	996	285	1678	1834	2003
YOR192C-A	272	159	207	689	614	182	1041	1174	1239
YNCO0023W	1	1	1	1	0	2	3	0	0
YOR193W	106	70	90	109	111	24	67	97	78
YOR194C	306	227	278	211	329	53	116	146	151
YOR195W	414	270	284	252	607	33	56	73	96
YOR196C	154	128	124	399	275	210	182	218	192
YOR197W	138	110	130	229	226	148	99	89	90
YOR198C	425	268	314	416	474	143	111	116	156
YOR201C	149	114	135	158	162	78	53	78	97
YOR202W	79	65	82	163	142	103	106	103	90
YOR204W	551	375	474	487	307	387	519	537	481
YOR205C	68	33	43	74	83	21	53	98	62
YOR206W	234	146	152	262	267	76	91	112	111
YOR207C	76	47	59	269	119	186	171	175	145
YOR208W	125	105	100	94	94	46	126	136	112
YOR209C	111	58	66	295	177	124	114	142	135
YOR210W	87	55	43	179	141	59	41	59	70
YOR211C	197	153	159	206	170	85	124	146	140
YOR212W	33	14	22	70	56	46	45	44	49
YOR213C	41	9	12	118	74	55	63	58	65
YOR214C	16	13	27	7	7	6	13	6	7
YOR215C	951	709	743	472	607	152	211	315	391
YOR216C	80	55	49	120	107	17	22	50	50
YOR217W	69	65	52	119	78	67	80	102	92
YOR219C	150	96	114	232	199	107	214	212	225
YOR220W	303	194	236	201	259	114	159	204	189
YOR221C	59	43	47	112	86	37	82	109	96
YOR222W	98	71	84	194	145	123	71	77	67
YNCO0024C	677	806	914	877	801	1401	1036	965	965
YOR223W	54	35	43	30	44	37	84	76	68
YOR224C	81	53	61	160	120	79	60	64	66
YOR226C	40	31	28	157	117	78	46	55	71
YOR227W	333	215	215	331	250	205	481	473	491
YOR228C	82	66	54	66	49	47	54	45	32
YOR229W	72	42	63	104	71	43	89	105	71
YOR230W	311	186	217	209	105	160	419	427	420
YOR231W	52	42	38	58	84	40	71	66	88
YOR232W	404	276	318	528	422	187	156	210	201
YOR233W	79	47	48	145	134	67	146	168	170
YOR234C	279	119	133	443	391	167	138	171	223
YOR235W	21	17	20	26	33	65	18	17	19
YNCO0025W	3551	2604	2648	6971	7629	17171	5168	5017	5679
YOR236W	79	52	44	132	112	62	69	74	71
YOR237W	11	2	11	17	16	6	23	15	20
YOR238W	45	23	22	58	61	12	28	39	33
YOR239W	278	198	227	220	265	73	99	106	107
YOR241W	67	39	49	171	90	66	77	83	106
YOR242C	21	14	14	16	30	4	14	13	35
YOR243C	80	40	53	190	127	60	75	93	79
YOR244W	203	148	145	173	180	50	77	105	103
YOR245C	250	189	208	258	246	131	303	368	374
YOR246C	44	28	27	64	63	39	80	66	55
YOR247W	615	365	394	386	315	203	39	33	45
YOR249C	42	33	35	67	77	31	33	56	61
YOR250C	24	11	11	59	39	35	32	27	29
YOR251C	32	24	30	76	33	42	63	70	71
YOR252W	69	39	41	99	107	23	44	50	76
YOR253W	47	29	30	66	59	32	33	60	64
YOR254C	122	60	88	386	262	157	123	125	135
YOR255W	3	5	2	0	0	1	0	0	3
YOR256C	132	105	109	252	176	145	192	200	172
YOR257W	176	146	189	167	264	55	43	68	62
YOR258W	42	33	33	47	39	8	26	38	39
YOR259C	428	291	320	479	419	216	205	262	295
YOR260W	90	64	63	177	133	81	94	122	149
YOR261C	1708	1336	1392	588	918	222	368	432	506
YOR262W	171	148	135	183	197	79	129	183	163
YOR264W	122	70	97	56	46	26	23	29	26
YOR265W	62	41	48	76	64	20	26	60	61
YOR266W	39	28	35	90	54	23	35	45	58
YOR267C	995	693	823	293	757	125	713	901	858
YOR268C	2	5	10	1	6	1	2	2	2
YOR269W	23	26	21	48	21	33	37	42	52
YOR270C	619	426	432	1242	644	836	1114	1200	1110
YOR271C	117	54	69	96	135	64	75	60	65
YNCO0026W	309	386	545	377	311	697	611	561	477
YOR272W	60	35	30	104	49	35	37	31	48
YOR273C	105	52	67	208	155	123	1356	1539	1484
YOR274W	55	40	45	92	84	51	225	297	317
YOR275C	92	85	89	151	130	53	159	214	202
YOR276W	127	110	99	290	181	123	106	129	136
YNCO0027C	237	204	212	469	450	663	657	687	633
YNCO0028W	239	335	365	469	327	931	876	682	863
YOR278W	38	24	32	60	43	36	34	42	40
YOR279C	37	17	22	39	47	11	22	36	51
YOR280C	65	46	48	118	69	57	47	58	54
YOR281C	73	69	65	147	136	43	62	74	73
YOR283W	47	35	16	174	100	94	136	164	173
YOR284W	11	12	8	30	21	12	20	32	27
YOR285W	1213	1001	1140	432	403	301	282	350	284
YOR286W	201	148	140	250	219	145	109	130	146
YOR287C	41	41	30	47	53	4	17	17	40
YOR288C	103	64	78	137	149	74	29	48	48
YOR289W	115	93	77	143	141	61	171	208	192
YNCO0029C	24	10	14	5	15	0	16	10	11
YOR290C	466	354	419	180	307	108	301	350	370
YOR291W	204	163	191	203	168	125	243	266	260
YOR292C	66	38	47	51	49	47	80	102	88
YOR293W	505	304	264	976	653	265	196	284	315
YOR293C-A	2	5	1	4	1	0	2	1	1
YOR294W	74	54	53	135	114	54	59	74	52
YOR295W	22	13	9	35	27	11	27	21	29
YOR296W	60	51	33	117	92	63	96	132	130
YOR297C	24	12	14	46	28	33	20	23	30
YOR298W	156	122	144	53	76	33	37	75	48
YOR298C-A	3801	2694	2935	1650	2330	966	904	1086	1136
YOR299W	83	52	59	131	108	78	121	133	140
YOR301W	9	10	5	15	11	15	11	16	16
YOR302W	186	105	95	157	161	77	150	150	181
YOR303W	2754	1856	2011	2753	3440	1031	1458	1663	1523
YOR304W	255	209	209	211	259	46	214	248	239
YOR304C-A	20	17	10	60	27	15	13	20	19
YOR305W	74	66	52	79	94	19	53	43	40
YOR306C	83	69	51	158	139	96	300	320	301
YOR307C	112	63	81	147	146	67	170	175	180
YOR308C	132	72	105	107	203	33	78	105	128
YOR310C	214	131	132	205	225	82	47	63	69
YOR311C	108	71	89	205	129	129	180	193	156
YOR312C	587	375	333	1531	1110	533	382	512	500
YOR313C	19	11	6	24	25	7	3	4	6
YOR314W	14	9	6	10	13	5	2	1	2
YOR315W	76	45	54	16	21	5	8	12	10
YOR316C	69	32	47	55	56	39	61	79	75
YOR316C-A	2	1	2	2	2	4	3	3	4
YOR317W	865	575	643	388	390	238	891	1050	1042
YOR319W	99	65	76	123	140	40	64	85	90
YOR320C	89	68	66	249	181	123	165	176	190
YOR321W	104	66	81	106	106	84	107	149	120
YOR322C	113	81	85	145	133	86	131	148	157
YOR323C	161	94	96	219	140	134	127	115	135
YOR324C	58	34	53	82	104	47	101	106	109
YOR326W	618	408	410	614	603	246	347	457	461
YOR327C	275	212	278	284	442	113	67	76	89
YOR328W	39	43	52	130	120	110	121	138	128
YOR329C	133	127	125	99	107	48	86	107	111
YOR330C	231	145	160	266	324	125	319	389	426
YOR332W	799	539	587	529	595	276	499	626	667
YOR334W	35	29	18	77	70	29	44	57	53
YOR335C	214	171	154	593	355	327	406	460	443
YOR336W	148	108	102	315	228	186	268	289	269
YOR337W	114	54	44	134	127	79	324	293	282
YOR338W	217	144	181	163	147	90	173	214	173
YOR339C	5	3	3	5	17	2	12	9	3
YOR340C	33	23	25	56	35	17	23	31	32
YOR341W	163	90	85	514	225	284	269	325	337
YOR342C	64	31	37	57	82	16	24	29	26
YOR343C	1	2	5	8	4	3	1	6	1
YOR343W-B	406	273	289	1061	948	250	1447	1611	1780
YOR343W-A	212	133	145	554	466	139	774	876	918
YNCO0030W	2	2	2	2	3	4	4	1	3
YOR344C	238	111	132	444	665	122	674	1008	961
YNCO0031W	5	3	4	1	3	2	1	0	2
YOR346W	66	47	46	43	47	16	71	63	55
YOR347C	26	30	28	46	43	74	92	90	113
YOR348C	311	190	246	404	443	336	2027	2101	1677
YOR349W	70	41	44	100	102	66	211	226	213
YOR350C	97	70	64	308	335	185	165	214	221
YOR351C	12	8	8	19	38	18	15	22	11
YOR352W	51	32	41	93	70	36	48	74	64
YOR353C	82	56	67	155	73	62	74	102	108
YOR354C	196	136	129	385	246	147	205	229	196
YOR355W	876	469	454	296	356	102	295	257	265
YOR356W	88	61	61	206	164	118	48	78	66
YOR357C	42	42	34	82	81	41	36	44	41
YOR358W	25	20	13	25	28	19	25	23	25
YOR359W	25	8	15	30	28	18	14	31	26
YOR360C	104	76	75	188	120	83	248	269	235
YOR361C	144	84	115	207	157	108	91	132	118
YOR362C	373	274	273	445	342	228	225	276	268
YOR363C	43	30	22	59	68	39	132	130	131
YOR365C	35	21	25	43	49	12	48	50	56
YOR367W	38	22	26	46	50	16	30	38	38
YOR368W	42	30	16	49	56	16	35	42	42
YOR369C	1068	667	586	1761	1246	1090	631	688	662
YOR370C	173	135	122	292	237	107	202	210	211
YOR371C	78	44	47	102	111	56	112	140	124
YOR372C	106	71	64	80	88	35	47	62	55
YOR373W	49	36	52	56	47	36	62	75	64
YOR374W	1648	1229	1630	633	442	522	319	327	332
YOR375C	871	503	435	1988	1690	1180	465	559	469
YOR376W	8	6	13	3	6	1	3	7	1
YOR376W-A	8	9	4	9	13	9	11	12	10
YOR377W	122	86	104	141	145	67	169	177	166
YOR378W	26	31	25	30	27	20	42	36	34
YOR380W	32	28	29	43	42	16	75	74	73
YOR381W	10	8	6	36	27	30	100	138	123
YOR381W-A	0	0	0	0	0	0	2	1	4
YOR382W	0	0	0	3	3	1	9	14	13
YOR383C	0	0	0	0	1	0	30	30	21
YOR384W	2	0	2	4	5	5	87	84	98
YOR385W	0	0	0	10	14	4	53	76	60
YOR386W	0	0	0	2	6	5	108	154	173
YOR387C	1	1	0	2	2	1	26	43	43
YOR388C	25	14	21	29	35	14	41	60	55
YOR389W	75	54	67	151	136	102	253	251	217
YOR390W	50	32	50	115	105	75	241	242	181
YOR391C	74	31	51	117	119	63	200	278	297
YOR393W	70	46	75	18	38	26	159	188	180
YOR394W	36	29	44	7	14	6	11	13	18
YOR394C-A	1	1	1	0	0	0	0	0	0
YOR396W	85	56	81	59	86	50	349	373	376
YPL283C	91	51	54	64	82	58	360	424	373
YPL282C	37	29	44	7	13	6	11	12	17
YPL281C	71	45	77	18	37	27	159	188	180
YPL280W	66	31	50	119	115	63	182	248	273
YPL279C	47	37	46	91	74	55	182	171	128
YPL278C	46	24	28	74	84	53	132	146	106
YPL277C	79	76	82	149	123	120	245	255	221
YPL276W	13	5	15	14	17	5	15	19	15
YPL275W	10	11	9	16	18	6	28	40	41
YPL274W	36	31	43	121	156	161	313	330	306
YPL273W	45	34	41	250	167	115	67	95	90
YPL272C	53	43	45	58	67	36	98	95	77
YPL271W	3500	2776	3519	2581	3196	1149	586	694	668
YPL270W	194	123	140	250	193	131	183	191	172
YPL269W	37	21	37	78	58	23	52	44	55
YPL268W	121	76	71	170	138	67	141	168	161
YPL267W	33	28	35	53	48	13	22	37	28
YPL266W	90	45	55	198	133	97	109	140	119
YPL265W	73	33	49	1279	706	662	262	226	305
YPL264C	43	31	34	80	53	60	51	81	53
YPL263C	185	117	152	192	171	69	75	114	113
YPL262W	790	521	630	1402	1016	882	193	229	208
YPL261C	41	43	33	45	25	13	17	26	33
YPL260W	740	547	573	524	585	182	378	431	438
YPL259C	59	26	28	76	70	44	64	68	54
YNCP0025W	20	21	16	16	22	7	25	33	28
YPL258C	27	10	12	27	30	19	22	46	25
YNCP0001C	4	3	5	6	3	12	7	5	7
YPL257W-B	2	4	3	1	2	1	6	1	2
YPL257W-A	1	2	1	0	2	1	2	1	2
YPL257W	1	0	0	16	14	7	0	2	0
YPL256C	104	62	74	78	63	38	16	25	19
YPL255W	8	10	7	25	31	9	11	4	11
YPL254W	39	18	22	62	79	30	48	57	64
YPL253C	40	26	39	54	44	20	28	33	34
YPL252C	52	48	62	62	59	34	26	21	14
YPL250C	126	75	99	200	299	116	38	33	37
YPL249C-A	691	371	434	718	664	303	232	249	294
YPL249C	140	90	93	177	171	75	120	186	192
YNCP0002W	128	93	90	98	112	66	126	152	105
YPL248C	54	27	32	74	80	53	92	123	84
YPL247C	106	94	91	45	54	42	60	56	57
YPL246C	74	36	52	121	89	79	49	45	46
YPL245W	84	61	54	218	101	131	48	77	47
YPL244C	36	28	27	95	83	60	35	48	32
YPL243W	112	70	85	252	140	70	74	96	89
YPL242C	94	68	64	201	152	116	83	114	119
YPL241C	26	12	14	43	29	15	13	37	28
YPL240C	16835	13906	16559	2396	4562	1027	1031	1484	1485
YPL239W	176	106	98	178	255	60	57	91	90
YPL237W	913	647	730	695	803	370	346	431	389
YPL236C	29	21	20	91	70	40	83	83	95
YPL235W	108	63	64	106	91	56	81	89	71
YPL234C	394	309	353	439	352	246	353	359	376
YPL233W	24	21	7	32	25	17	37	30	33
YPL232W	235	154	151	226	216	119	138	162	187
YPL231W	468	313	387	1730	1150	1491	1917	1952	1819
YPL230W	230	188	213	58	81	25	168	186	212
YPL229W	45	31	21	106	90	41	148	159	177
YPL228W	69	59	42	70	70	27	46	67	87
YPL227C	31	14	14	48	43	27	9	14	10
YPL226W	184	98	99	577	266	347	468	527	497
YPL225W	469	317	341	536	503	179	183	256	368
YPL224C	57	38	35	140	120	83	88	85	82
YPL223C	332	218	337	90	162	34	437	466	533
YPL222W	363	273	360	162	163	132	372	455	343
YPL221W	334	238	271	738	434	511	642	683	626
YPL220W	658	318	350	1886	1062	1243	841	873	856
YPL219W	80	58	63	110	72	65	132	138	133
YPL218W	352	216	238	719	524	418	336	336	337
YPL217C	289	196	185	380	437	107	277	311	352
YPL216W	44	24	31	107	85	44	111	176	128
YPL215W	115	63	70	152	151	96	94	100	81
YPL214C	107	88	69	90	100	53	124	157	140
YPL213W	86	59	57	119	107	31	84	121	103
YPL212C	111	67	39	173	132	69	78	100	110
YPL211W	43	21	28	116	55	43	35	34	23
YPL210C	199	89	143	181	229	80	100	104	114
YPL209C	26	12	12	17	29	5	4	10	15
YPL208W	47	19	31	88	54	81	59	69	49
YPL207W	319	190	216	417	334	228	297	357	320
YPL206C	181	140	133	275	228	205	471	573	502
YPL204W	304	206	217	298	319	91	193	282	263
YPL203W	81	54	89	182	123	127	203	252	209
YPL202C	43	34	45	186	118	75	64	83	89
YPL201C	152	111	164	107	151	59	5	6	9
YPL200W	2	3	5	9	13	4	3	1	2
YPL199C	47	26	44	126	101	47	38	51	62
YPL198W	394	184	240	790	644	336	228	263	286
YNCP0003W	1	3	2	2	5	4	1	4	2
YPL196W	159	119	128	113	109	72	99	119	125
YPL195W	233	204	165	257	242	97	143	189	188
YPL194W	16	20	16	27	26	8	22	32	40
YPL193W	78	58	61	64	80	9	44	76	83
YPL192C	32	20	19	27	35	9	26	25	34
YPL191C	22	20	18	34	27	10	28	32	29
YPL190C	607	443	499	174	331	70	174	217	180
YPL189C-A	456	405	517	283	429	131	110	154	128
YPL189W	62	55	53	56	45	31	25	33	34
YPL188W	63	44	57	132	82	70	53	65	56
YPL187W	28	22	12	101	80	35	9	15	9
YPL186C	1283	1014	1122	447	641	102	324	470	486
YPL184C	246	222	227	191	176	100	168	164	151
YPL183W-A	129	84	76	173	136	96	72	79	86
YPL183C	45	32	26	104	57	69	165	165	151
YPL181W	162	125	123	110	166	35	156	202	156
YPL180W	96	59	81	79	87	35	86	108	99
YPL179W	278	138	168	707	451	475	724	801	781
YNCP0004C	1	1	0	0	0	1	0	0	0
YPL178W	100	71	67	125	110	70	66	94	92
YPL177C	118	79	87	146	157	59	58	49	46
YPL176C	77	57	62	125	106	79	127	143	138
YPL175W	34	23	15	94	70	52	52	50	64
YPL174C	70	56	51	126	154	30	72	134	142
YPL173W	120	83	77	160	121	41	62	55	80
YPL172C	66	48	45	91	68	49	61	69	77
YPL171C	684	430	566	1372	1027	1091	227	240	224
YPL170W	88	57	85	87	96	42	54	87	80
YPL169C	112	61	74	260	196	108	90	116	106
YPL168W	117	79	99	83	107	25	84	116	125
YPL167C	125	95	81	120	132	49	184	189	221
YPL166W	38	23	27	44	38	20	79	84	72
YPL165C	45	45	37	96	78	43	153	164	151
YPL164C	41	27	35	60	35	18	65	74	90
YPL163C	104	65	62	53	58	33	27	21	25
YPL162C	23	11	22	51	26	25	31	31	23
YPL161C	38	21	23	71	52	26	38	41	46
YPL160W	336	197	212	636	368	344	377	408	449
YPL159C	326	177	221	182	207	78	215	273	249
YPL158C	184	129	142	133	139	45	40	55	59
YPL157W	19	13	12	41	25	25	26	26	30
YPL156C	123	96	81	48	71	28	95	96	96
YPL155C	29	20	20	69	51	49	78	57	68
YPL154C	2451	1783	2114	1462	1146	870	1317	1357	1289
YPL153C	36	37	33	86	60	41	51	58	46
YPL152W-A	2	2	0	0	0	1	0	0	0
YPL152W	117	106	79	192	161	93	156	205	220
YPL151C	76	41	57	66	94	40	81	89	88
YPL150W	83	50	57	212	132	83	172	227	233
YPL149W	39	35	32	89	83	74	86	76	75
YPL148C	9	8	4	41	27	23	16	19	17
YPL147W	88	63	74	94	74	46	109	138	117
YPL146C	231	148	186	136	269	12	41	62	80
YPL145C	204	128	149	291	179	137	260	325	285
YPL144W	15	19	5	25	13	21	25	27	25
YNCP0005C	1366	1001	1056	2445	2632	5820	1931	1898	2153
YPL143W	624	358	327	960	767	451	385	408	442
YPL141C	60	44	36	107	64	36	39	49	32
YPL140C	109	90	95	124	109	39	108	128	112
YPL139C	94	55	69	122	122	61	100	119	101
YPL138C	120	75	84	115	139	49	73	82	66
YPL137C	332	220	211	632	437	482	629	689	686
YPL135W	716	354	447	1188	1132	604	336	328	327
YPL134C	123	96	111	328	204	194	188	222	197
YPL133C	33	24	40	75	74	61	77	78	69
YPL132W	97	77	87	143	128	57	69	67	68
YPL131W	680	335	355	1282	829	645	572	593	513
YPL130W	4	5	1	5	5	2	1	3	1
YPL129W	140	58	81	162	164	57	57	72	83
YPL128C	49	36	34	82	81	53	73	86	91
YPL127C	243	139	156	144	121	103	77	93	91
YPL126W	77	53	41	226	139	93	164	177	169
YPL125W	77	62	61	166	111	86	134	178	161
YPL124W	36	20	23	26	17	5	8	5	8
YPL123C	106	82	97	191	98	82	272	315	290
YPL122C	67	40	44	91	58	35	69	65	61
YPL121C	6	5	5	0	2	1	0	0	1
YPL120W	52	45	48	55	60	9	34	39	51
YPL119C-A	50	37	43	9	16	6	37	34	38
YPL119C	100	81	74	38	36	29	98	109	95
YPL118W	306	228	271	244	243	99	100	147	128
YPL117C	246	140	177	402	270	132	212	287	296
YPL116W	146	92	81	120	93	53	79	98	87
YPL115C	96	69	63	229	175	122	230	225	280
YPL113C	20	13	18	42	42	29	35	35	34
YPL112C	64	46	43	151	109	68	83	93	91
YNCP0006C	1	0	2	1	0	3	0	1	1
YPL111W	331	245	298	300	245	172	47	45	48
YPL110C	91	45	49	168	150	91	186	203	196
YPL109C	66	35	50	143	81	83	122	109	131
YPL108W	20	13	10	27	25	10	10	7	11
YPL107W	93	52	57	144	110	59	102	123	140
YPL106C	3745	2734	3036	1693	2140	928	409	425	409
YPL105C	368	240	278	175	362	66	120	174	173
YPL104W	105	73	72	117	99	45	63	69	81
YPL103C	26	20	10	48	41	27	44	41	52
YPL101W	47	27	41	76	59	34	69	76	76
YPL100W	93	74	57	114	103	61	92	94	118
YPL099C	41	23	31	67	40	30	25	32	24
YPL098C	68	23	38	50	52	30	18	12	24
YPL097W	55	37	23	100	87	63	58	73	52
YPL096C-A	33	24	38	48	26	23	20	24	28
YPL096W	104	60	66	98	111	48	101	137	110
YPL095C	138	63	75	156	103	74	1277	1526	1465
YPL094C	257	193	222	302	388	99	167	195	214
YPL093W	111	65	57	285	161	161	142	183	143
YPL092W	952	633	732	473	380	297	182	238	176
YPL091W	744	530	598	1195	850	762	657	758	721
YPL090C	683	373	363	2146	1198	1065	479	595	646
YPL089C	134	87	112	67	127	43	94	97	115
YPL088W	88	55	66	187	157	115	227	268	206
YPL087W	888	640	672	579	534	317	667	760	709
YPL086C	65	43	50	160	98	93	78	80	78
YPL085W	505	323	363	289	497	158	348	436	333
YPL084W	73	47	56	119	76	56	131	144	169
YPL083C	34	23	31	59	43	27	33	49	55
YPL082C	334	239	237	463	355	228	440	543	521
YPL081W	139	69	57	405	268	188	168	215	206
YPL080C	13	10	12	17	21	7	14	12	11
YPL079W	421	265	244	822	537	469	243	300	291
YPL078C	2151	1602	1866	2529	2500	1061	777	1042	1024
YPL077C	8	9	3	34	18	16	17	33	26
YPL076W	28	28	10	29	34	24	51	46	59
YPL075W	74	58	61	160	176	51	354	373	387
YPL074W	134	92	121	155	145	62	142	171	172
YPL072W	60	29	35	53	72	10	47	52	41
YPL071C	43	33	44	80	115	14	51	60	59
YPL070W	83	50	62	179	104	41	85	158	154
YPL069C	28	20	25	59	41	17	44	39	31
YPL068C	30	22	17	16	23	8	18	25	14
YPL067C	27	27	22	10	15	19	12	11	10
YPL066W	85	50	70	85	78	17	78	68	87
YPL065W	73	43	51	65	67	16	26	40	55
YPL064C	76	55	86	78	106	31	62	58	81
YPL063W	334	206	265	155	211	48	116	132	134
YPL062W	9	3	7	1	5	5	3	5	1
YPL061W	707	432	505	1080	934	673	274	341	355
YPL060W	27	25	27	47	49	12	36	38	52
YNCP0007C	10	4	10	6	5	9	1	3	1
YPL060C-A	11	9	16	7	18	1	2	0	0
YPL059W	119	61	66	242	153	137	91	117	91
YPL058C	2541	1551	1775	2848	1805	1990	2516	2547	2593
YPL057C	351	261	270	418	409	161	325	360	326
YPL056C	273	214	304	31	54	25	21	39	34
YPL055C	166	108	152	64	113	43	46	70	50
YPL054W	111	57	63	64	48	30	144	166	182
YPL053C	157	108	105	298	212	128	149	193	166
YPL052W	105	52	54	143	145	62	82	109	111
YPL051W	31	24	21	50	59	9	25	26	38
YPL050C	121	77	77	250	160	96	94	108	126
YPL049C	61	38	44	61	54	35	42	43	54
YPL048W	361	290	363	95	118	97	143	179	157
YPL047W	18	14	8	37	28	27	57	45	42
YPL046C	20	13	15	41	51	12	18	26	29
YPL045W	71	48	42	190	114	71	96	128	122
YPL043W	220	118	121	211	273	62	89	127	123
YPL042C	62	58	47	190	118	96	125	121	144
YPL041C	38	25	12	31	29	22	40	53	33
YPL040C	94	50	76	115	98	58	126	179	130
YPL039W	60	41	39	95	63	33	57	83	75
YPL038W-A	19	14	18	6	26	2	12	11	3
YPL038W	15	14	23	36	52	12	10	28	18
YPL037C	339	249	268	443	407	231	120	165	167
YPL036W	68	53	47	270	103	159	335	362	304
YPL034W	22	11	19	41	40	7	21	34	29
YPL033C	2	4	3	0	4	0	3	5	1
YPL032C	341	217	202	496	305	173	294	369	353
YPL031C	120	68	84	170	139	88	213	227	207
YPL030W	29	17	18	40	23	30	37	54	36
YPL029W	50	27	41	124	84	58	110	131	142
YPL028W	61	69	75	276	166	194	356	388	369
YPL027W	9	8	8	11	17	10	12	8	14
YPL026C	304	158	235	516	459	206	621	703	764
YPL024W	135	78	97	122	139	39	96	126	94
YPL023C	74	44	55	75	66	50	81	88	84
YPL022W	117	85	69	205	163	133	195	232	232
YPL021W	5	6	9	4	3	1	9	5	6
YPL020C	240	160	174	182	312	35	72	115	117
YPL019C	113	82	78	179	126	105	181	219	225
YPL018W	190	163	187	50	56	31	119	131	121
YPL017C	69	49	39	40	43	38	102	102	81
YPL016W	319	233	224	401	475	110	259	323	320
YPL015C	76	46	49	113	137	81	116	105	98
YPL014W	124	90	102	109	165	70	98	84	118
YPL013C	266	157	194	206	351	67	60	94	87
YPL012W	134	87	63	241	153	109	140	163	193
YPL011C	72	41	46	119	95	50	53	75	55
YPL010W	134	94	80	215	196	132	68	90	90
YPL009C	679	489	565	292	628	76	165	212	234
YPL008W	49	33	21	102	91	32	54	70	59
YPL007C	34	27	18	95	63	27	26	25	44
YPL006W	130	79	88	260	173	201	568	611	549
YPL005W	111	53	82	88	77	45	101	131	112
YPL004C	1050	781	1000	576	483	274	665	803	673
YPL003W	140	90	113	86	127	66	122	139	165
YPL002C	26	19	23	102	42	51	156	195	181
YPL001W	20	18	16	46	36	20	33	36	53
YPR001W	50	18	17	129	82	94	12	21	15
YPR002W	40	26	28	289	240	181	12	19	14
YNCP0008C	11	11	11	7	6	10	0	3	3
YPR003C	54	55	40	96	78	51	98	116	101
YPR004C	192	112	133	270	188	167	168	183	178
YPR005C	102	61	72	102	95	34	43	48	60
YPR006C	204	114	145	220	164	150	43	39	46
YPR007C	11	12	8	14	27	5	9	9	7
YNCP0009W	1	0	1	3	6	2	0	1	2
YPR008W	839	621	671	526	603	177	350	513	440
YPR009W	37	30	19	71	58	12	24	13	20
YPR010C	92	69	68	408	151	265	211	233	227
YNCP0010W	2	0	0	1	1	0	3	0	0
YPR010C-A	5639	4284	4484	2462	3988	724	850	1046	1160
YPR011C	21	18	14	62	38	63	40	67	51
YPR013C	56	36	50	59	76	22	83	103	115
YPR014C	5	2	1	3	2	2	14	10	7
YNCP0026W	10	16	6	16	35	11	17	15	20
YPR015C	41	40	33	31	23	19	22	18	28
YPR016C	108	86	78	303	135	187	201	221	205
YPR017C	24	14	16	42	32	25	27	39	34
YPR018W	139	93	93	115	256	28	51	94	88
YPR019W	103	55	65	201	141	129	120	142	132
